unit_id,target,revision,freeze_backbone,fewshot_fraction,n_covariates,covariates,context_length,num_epochs,batch_size,learning_rate,train_seconds,n_train_windows,mae,mse,rmse,mape,smape,config
0,target_import,512-96-ft-r2.1,True,1.0,0,[],512,10,16,0.001,2.5,144,258.0221862792969,90940.5078125,301.5634391177087,107.47756958007812,64.10594940185547,FS01
0,target_import,512-96-ft-r2.1,False,1.0,0,[],512,10,16,0.001,2.4,144,224.99139404296875,77192.1953125,277.8348345915249,91.75853729248047,55.781959533691406,FS02
0,target_import,512-96-ft-l1-r2.1,True,1.0,0,[],512,10,16,0.001,1.5,144,242.9208526611328,75897.9453125,275.49581723231296,121.27943420410156,66.21141815185547,FS03
0,target_import,512-96-ft-l1-r2.1,False,1.0,0,[],512,10,16,0.001,2.5,144,297.3702697753906,109354.625,330.6881083437988,162.58755493164062,75.74433898925781,FS04
0,target_import,512-96-ft-r2.1,True,1.0,0,[],512,10,16,0.001,1.5,144,245.664794921875,80442.0859375,283.62314069465486,107.18537902832031,64.0471420288086,FS05
0,target_import,512-96-ft-r2.1,True,1.0,0,[],512,10,16,0.001,1.4,144,253.15003967285156,85140.6796875,291.78875867226276,111.42728424072266,64.73367309570312,FS06
