mae,mse,rmse,mape,smape,model,target
14545.3330078125,444132608.0,21074.453919378313,57.818359375,77.25372314453125,seasonal_naive,target_export
5141.36572265625,53068864.0,7284.837952899158,32.68403625488281,22.279687881469727,seasonal_naive,target_import
