mae,mse,rmse,mape,smape,model,target
9862.15625,219804672.0,14825.811006484602,81.40375518798828,80.51298522949219,flowstate_ctx2048,target_export
4542.08544921875,44541668.0,6673.954449949445,28.528553009033203,20.00565528869629,flowstate_ctx2048,target_import
