mae,mse,rmse,mape,smape,model,target
27310.318359375,1619718144.0,40245.722058375344,97.26467895507812,151.1117401123047,persistence,target_export
6562.94384765625,72745744.0,8529.11155982849,41.033721923828125,27.551179885864258,persistence,target_import
