unit_id,target,model,metric,value
0,target_export,flowstate,mae,189.04273986816406
0,target_export,flowstate,mse,89750.4765625
0,target_export,flowstate,rmse,299.5838389541398
0,target_export,flowstate,mape,119.75064086914062
0,target_export,flowstate,smape,59.87155532836914
0,target_import,flowstate,mae,147.14060974121094
0,target_import,flowstate,mse,30597.140625
0,target_import,flowstate,rmse,174.9203836749737
0,target_import,flowstate,mape,58.584930419921875
0,target_import,flowstate,smape,42.8463020324707
1,target_export,flowstate,mae,3.389348030090332
1,target_export,flowstate,mse,36.51229476928711
1,target_export,flowstate,rmse,6.042540423471498
1,target_export,flowstate,mape,265.5828552246094
1,target_export,flowstate,smape,89.37576293945312
1,target_import,flowstate,mae,1.4227471351623535
1,target_import,flowstate,mse,3.398061990737915
1,target_import,flowstate,rmse,1.8433833000051603
1,target_import,flowstate,mape,62.19526672363281
1,target_import,flowstate,smape,45.072410583496094
2,target_export,flowstate,mae,777.7825317382812
2,target_export,flowstate,mse,1465822.875
2,target_export,flowstate,rmse,1210.7117225004472
2,target_export,flowstate,mape,72.1061782836914
2,target_export,flowstate,smape,55.54743576049805
2,target_import,flowstate,mae,186.3723602294922
2,target_import,flowstate,mse,62601.86328125
2,target_import,flowstate,rmse,250.2036436210512
2,target_import,flowstate,mape,28.85075569152832
2,target_import,flowstate,smape,29.65264320373535
3,target_export,flowstate,mae,45.129638671875
3,target_export,flowstate,mse,9291.03125
3,target_export,flowstate,rmse,96.38999559082882
3,target_export,flowstate,mape,7318.7001953125
3,target_export,flowstate,smape,93.97477722167969
3,target_import,flowstate,mae,107.39739990234375
3,target_import,flowstate,mse,28692.212890625
3,target_import,flowstate,rmse,169.3877589751544
3,target_import,flowstate,mape,27.51389503479004
3,target_import,flowstate,smape,19.58613395690918
4,target_export,flowstate,mae,111.5775375366211
4,target_export,flowstate,mse,49498.65625
4,target_export,flowstate,rmse,222.4829347388244
4,target_export,flowstate,mape,3174.38232421875
4,target_export,flowstate,smape,87.92831420898438
4,target_import,flowstate,mae,114.759521484375
4,target_import,flowstate,mse,27395.984375
4,target_import,flowstate,rmse,165.51732348911398
4,target_import,flowstate,mape,27.023242950439453
4,target_import,flowstate,smape,19.956283569335938
5,target_export,flowstate,mae,633.6250610351562
5,target_export,flowstate,mse,1381095.375
5,target_export,flowstate,rmse,1175.2001425289227
5,target_export,flowstate,mape,378.2284851074219
5,target_export,flowstate,smape,70.8171615600586
5,target_import,flowstate,mae,1028.5382080078125
5,target_import,flowstate,mse,2118644.75
5,target_import,flowstate,rmse,1455.5565086934962
5,target_import,flowstate,mape,19.971141815185547
5,target_import,flowstate,smape,16.699703216552734
6,target_export,flowstate,mae,7.145252227783203
6,target_export,flowstate,mse,113.16058349609375
6,target_export,flowstate,rmse,10.63769634348028
6,target_export,flowstate,mape,45.88970947265625
6,target_export,flowstate,smape,44.244590759277344
6,target_import,flowstate,mae,2.6068780422210693
6,target_import,flowstate,mse,10.873013496398926
6,target_import,flowstate,rmse,3.2974252829137654
6,target_import,flowstate,mape,37.754215240478516
6,target_import,flowstate,smape,31.67860221862793
7,target_export,flowstate,mae,23.94830894470215
7,target_export,flowstate,mse,1316.98291015625
7,target_export,flowstate,rmse,36.29025916353106
7,target_export,flowstate,mape,55.714027404785156
7,target_export,flowstate,smape,59.28970718383789
7,target_import,flowstate,mae,8.858074188232422
7,target_import,flowstate,mse,135.53948974609375
7,target_import,flowstate,rmse,11.64214283309107
7,target_import,flowstate,mape,34.86014938354492
7,target_import,flowstate,smape,37.17713165283203
8,target_export,flowstate,mae,11.7797212600708
8,target_export,flowstate,mse,359.58056640625
8,target_export,flowstate,rmse,18.962609693980678
8,target_export,flowstate,mape,6380300.5
8,target_export,flowstate,smape,83.41277313232422
8,target_import,flowstate,mae,10.262188911437988
8,target_import,flowstate,mse,159.57691955566406
8,target_import,flowstate,rmse,12.632375847625184
8,target_import,flowstate,mape,21.006221771240234
8,target_import,flowstate,smape,17.523090362548828
9,target_export,flowstate,mae,91.33639526367188
9,target_export,flowstate,mse,17945.177734375
9,target_export,flowstate,rmse,133.95961232541322
9,target_export,flowstate,mape,124.7757797241211
9,target_export,flowstate,smape,99.75963592529297
9,target_import,flowstate,mae,7.899600982666016
9,target_import,flowstate,mse,113.89874267578125
9,target_import,flowstate,rmse,10.672335389959466
9,target_import,flowstate,mape,32.17211151123047
9,target_import,flowstate,smape,43.33677291870117
10,target_export,flowstate,mae,46.80790328979492
10,target_export,flowstate,mse,6334.04443359375
10,target_export,flowstate,rmse,79.58671015687072
10,target_export,flowstate,mape,13673.7470703125
10,target_export,flowstate,smape,92.23665618896484
10,target_import,flowstate,mae,73.97055053710938
10,target_import,flowstate,mse,10068.72265625
10,target_import,flowstate,rmse,100.3430249506661
10,target_import,flowstate,mape,24.424522399902344
10,target_import,flowstate,smape,20.252735137939453
11,target_export,flowstate,mae,20.327356338500977
11,target_export,flowstate,mse,1082.88818359375
11,target_export,flowstate,rmse,32.90726642542267
11,target_export,flowstate,mape,353.2195129394531
11,target_export,flowstate,smape,79.04071044921875
11,target_import,flowstate,mae,5.129278659820557
11,target_import,flowstate,mse,40.85991287231445
11,target_import,flowstate,rmse,6.392175910620299
11,target_import,flowstate,mape,32.017372131347656
11,target_import,flowstate,smape,26.30367660522461
12,target_export,flowstate,mae,95.89242553710938
12,target_export,flowstate,mse,22459.9375
12,target_export,flowstate,rmse,149.86639883576305
12,target_export,flowstate,mape,172.2008514404297
12,target_export,flowstate,smape,82.96221160888672
12,target_import,flowstate,mae,13.936683654785156
12,target_import,flowstate,mse,306.4399108886719
12,target_import,flowstate,rmse,17.505425184458442
12,target_import,flowstate,mape,38.81486511230469
12,target_import,flowstate,smape,44.826602935791016
13,target_export,flowstate,mae,14.564785957336426
13,target_export,flowstate,mse,691.5126953125
13,target_export,flowstate,rmse,26.296628972408232
13,target_export,flowstate,mape,162.2184600830078
13,target_export,flowstate,smape,90.577392578125
13,target_import,flowstate,mae,8.568285942077637
13,target_import,flowstate,mse,120.13532257080078
13,target_import,flowstate,rmse,10.960626011811588
13,target_import,flowstate,mape,139.59054565429688
13,target_import,flowstate,smape,44.92572784423828
14,target_export,flowstate,mae,135.93125915527344
14,target_export,flowstate,mse,50736.41796875
14,target_export,flowstate,rmse,225.2474594057611
14,target_export,flowstate,mape,7130001.5
14,target_export,flowstate,smape,89.6736831665039
14,target_import,flowstate,mae,121.69009399414062
14,target_import,flowstate,mse,26422.3203125
14,target_import,flowstate,rmse,162.54943959454306
14,target_import,flowstate,mape,55.410152435302734
14,target_import,flowstate,smape,32.496002197265625
15,target_export,flowstate,mae,25.406578063964844
15,target_export,flowstate,mse,1698.7850341796875
15,target_export,flowstate,rmse,41.216319998026115
15,target_export,flowstate,mape,4247.65185546875
15,target_export,flowstate,smape,112.41789245605469
15,target_import,flowstate,mae,3.917609453201294
15,target_import,flowstate,mse,22.343917846679688
15,target_import,flowstate,rmse,4.726935354611874
15,target_import,flowstate,mape,47.80553436279297
15,target_import,flowstate,smape,37.02203369140625
16,target_export,flowstate,mae,74.07119750976562
16,target_export,flowstate,mse,13479.1513671875
16,target_export,flowstate,rmse,116.09974748976632
16,target_export,flowstate,mape,1125.2655029296875
16,target_export,flowstate,smape,112.74492645263672
16,target_import,flowstate,mae,6.727719783782959
16,target_import,flowstate,mse,74.06499481201172
16,target_import,flowstate,rmse,8.606102184613643
16,target_import,flowstate,mape,29.65860939025879
16,target_import,flowstate,smape,28.008922576904297
17,target_export,flowstate,mae,162.82467651367188
17,target_export,flowstate,mse,102196.2890625
17,target_export,flowstate,rmse,319.68154319963486
17,target_export,flowstate,mape,274.7250671386719
17,target_export,flowstate,smape,140.61331176757812
17,target_import,flowstate,mae,264.9415588378906
17,target_import,flowstate,mse,119336.5546875
17,target_import,flowstate,rmse,345.4512334433038
17,target_import,flowstate,mape,1487.7423095703125
17,target_import,flowstate,smape,67.81780242919922
18,target_export,flowstate,mae,137.59925842285156
18,target_export,flowstate,mse,56260.69921875
18,target_export,flowstate,rmse,237.19337937377173
18,target_export,flowstate,mape,1945.90478515625
18,target_export,flowstate,smape,118.3456802368164
18,target_import,flowstate,mae,143.9462127685547
18,target_import,flowstate,mse,38736.109375
18,target_import,flowstate,rmse,196.8149114650615
18,target_import,flowstate,mape,41.99559783935547
18,target_import,flowstate,smape,26.802316665649414
19,target_export,flowstate,mae,43.466156005859375
19,target_export,flowstate,mse,4232.08251953125
19,target_export,flowstate,rmse,65.05445810650681
19,target_export,flowstate,mape,89.88899230957031
19,target_export,flowstate,smape,72.26726531982422
19,target_import,flowstate,mae,10.365294456481934
19,target_import,flowstate,mse,172.77589416503906
19,target_import,flowstate,rmse,13.144424451646373
19,target_import,flowstate,mape,38.2288932800293
19,target_import,flowstate,smape,31.961450576782227
20,target_export,flowstate,mae,146.07408142089844
20,target_export,flowstate,mse,48559.0625
20,target_export,flowstate,rmse,220.36120915442444
20,target_export,flowstate,mape,234.54966735839844
20,target_export,flowstate,smape,77.57495880126953
20,target_import,flowstate,mae,20.132230758666992
20,target_import,flowstate,mse,701.5087280273438
20,target_import,flowstate,rmse,26.486010043555893
20,target_import,flowstate,mape,28.742429733276367
20,target_import,flowstate,smape,30.07120704650879
21,target_export,flowstate,mae,28.585702896118164
21,target_export,flowstate,mse,2615.238525390625
21,target_export,flowstate,rmse,51.139402865018134
21,target_export,flowstate,mape,55.61656951904297
21,target_export,flowstate,smape,89.95709228515625
21,target_import,flowstate,mae,44.64517593383789
21,target_import,flowstate,mse,3934.3037109375
21,target_import,flowstate,rmse,62.7240281785019
21,target_import,flowstate,mape,192.0372772216797
21,target_import,flowstate,smape,37.44057083129883
22,target_export,flowstate,mae,41.61732864379883
22,target_export,flowstate,mse,6067.12890625
22,target_export,flowstate,rmse,77.89177688466222
22,target_export,flowstate,mape,14639739.0
22,target_export,flowstate,smape,95.9914779663086
22,target_import,flowstate,mae,56.3366584777832
22,target_import,flowstate,mse,5991.91650390625
22,target_import,flowstate,rmse,77.40747059493837
22,target_import,flowstate,mape,574.6343383789062
22,target_import,flowstate,smape,49.5224609375
23,target_export,flowstate,mae,189.1450653076172
23,target_export,flowstate,mse,96180.125
23,target_export,flowstate,rmse,310.12920694446046
23,target_export,flowstate,mape,721.6551513671875
23,target_export,flowstate,smape,79.4902114868164
23,target_import,flowstate,mae,185.4246063232422
23,target_import,flowstate,mse,62897.64453125
23,target_import,flowstate,rmse,250.79402810124884
23,target_import,flowstate,mape,40.72550964355469
23,target_import,flowstate,smape,30.591960906982422
24,target_export,flowstate,mae,21.74776268005371
24,target_export,flowstate,mse,1614.8388671875
24,target_export,flowstate,rmse,40.1850577601613
24,target_export,flowstate,mape,3694.20458984375
24,target_export,flowstate,smape,111.15846252441406
24,target_import,flowstate,mae,34.933448791503906
24,target_import,flowstate,mse,2909.655517578125
24,target_import,flowstate,rmse,53.941222803882795
24,target_import,flowstate,mape,149.73350524902344
24,target_import,flowstate,smape,36.37216567993164
25,target_export,flowstate,mae,55.924072265625
25,target_export,flowstate,mse,7371.16796875
25,target_export,flowstate,rmse,85.85550633913937
25,target_export,flowstate,mape,168.94216918945312
25,target_export,flowstate,smape,78.28419494628906
25,target_import,flowstate,mae,17.656641006469727
25,target_import,flowstate,mse,433.603515625
25,target_import,flowstate,rmse,20.82314855215224
25,target_import,flowstate,mape,55.23455047607422
25,target_import,flowstate,smape,40.13315200805664
27,target_export,flowstate,mae,253.0568084716797
27,target_export,flowstate,mse,137203.359375
27,target_export,flowstate,rmse,370.40971825129
27,target_export,flowstate,mape,140.6001434326172
27,target_export,flowstate,smape,84.00542449951172
27,target_import,flowstate,mae,31.58896827697754
27,target_import,flowstate,mse,1595.6552734375
27,target_import,flowstate,rmse,39.945653999371444
27,target_import,flowstate,mape,32.712867736816406
27,target_import,flowstate,smape,28.90898323059082
28,target_export,flowstate,mae,981.4137573242188
28,target_export,flowstate,mse,2247070.75
28,target_export,flowstate,rmse,1499.0232653297946
28,target_export,flowstate,mape,157.00010681152344
28,target_export,flowstate,smape,166.23178100585938
28,target_import,flowstate,mae,171.5858917236328
28,target_import,flowstate,mse,41951.69140625
28,target_import,flowstate,rmse,204.8211205082376
28,target_import,flowstate,mape,487.9853210449219
28,target_import,flowstate,smape,68.37970733642578
29,target_export,flowstate,mae,110.04730224609375
29,target_export,flowstate,mse,54042.75
