unit_id,target,model,metric,value
0,target_export,flowstate,mae,282.2132263183594
0,target_export,flowstate,mse,187128.546875
0,target_export,flowstate,rmse,432.5835721279762
0,target_export,flowstate,mape,121.8780517578125
0,target_export,flowstate,smape,73.34226989746094
0,target_import,flowstate,mae,148.9308624267578
0,target_import,flowstate,mse,30618.775390625
0,target_import,flowstate,rmse,174.98221449800263
0,target_import,flowstate,mape,61.71038818359375
0,target_import,flowstate,smape,44.60041809082031
1,target_export,flowstate,mae,2.467677354812622
1,target_export,flowstate,mse,21.500234603881836
1,target_export,flowstate,rmse,4.636834545666023
1,target_export,flowstate,mape,281.3426513671875
1,target_export,flowstate,smape,84.58116912841797
1,target_import,flowstate,mae,1.9280189275741577
1,target_import,flowstate,mse,5.718776702880859
1,target_import,flowstate,rmse,2.391396391834875
1,target_import,flowstate,mape,85.77239227294922
1,target_import,flowstate,smape,52.36851119995117
2,target_export,flowstate,mae,1068.273193359375
2,target_export,flowstate,mse,2719997.75
2,target_export,flowstate,rmse,1649.2415681154778
2,target_export,flowstate,mape,74.44579315185547
2,target_export,flowstate,smape,69.80099487304688
2,target_import,flowstate,mae,228.890625
2,target_import,flowstate,mse,83566.1953125
2,target_import,flowstate,rmse,289.07818200704804
2,target_import,flowstate,mape,36.128536224365234
2,target_import,flowstate,smape,31.929895401000977
3,target_export,flowstate,mae,59.8220100402832
3,target_export,flowstate,mse,12249.5986328125
3,target_export,flowstate,rmse,110.6779048989115
3,target_export,flowstate,mape,10561.48046875
3,target_export,flowstate,smape,110.50299072265625
3,target_import,flowstate,mae,103.6513900756836
3,target_import,flowstate,mse,27771.869140625
3,target_import,flowstate,rmse,166.64893981248426
3,target_import,flowstate,mape,27.33536720275879
3,target_import,flowstate,smape,19.020414352416992
4,target_export,flowstate,mae,149.42916870117188
4,target_export,flowstate,mse,74937.3515625
4,target_export,flowstate,rmse,273.74687498216304
4,target_export,flowstate,mape,5699.72900390625
4,target_export,flowstate,smape,104.41951751708984
4,target_import,flowstate,mae,119.5390396118164
4,target_import,flowstate,mse,28719.560546875
4,target_import,flowstate,rmse,169.46846475635223
4,target_import,flowstate,mape,29.101518630981445
4,target_import,flowstate,smape,21.129112243652344
5,target_export,flowstate,mae,892.7826538085938
5,target_export,flowstate,mse,2331142.0
5,target_export,flowstate,rmse,1526.8077809600002
5,target_export,flowstate,mape,441.86639404296875
5,target_export,flowstate,smape,90.88394927978516
5,target_import,flowstate,mae,901.4822387695312
5,target_import,flowstate,mse,1863202.5
5,target_import,flowstate,rmse,1364.9917582168766
5,target_import,flowstate,mape,18.025310516357422
5,target_import,flowstate,smape,14.596484184265137
