unit_id,target,model,metric,value
36,target_import,flowstate,mse,167.17779541015625
36,target_import,flowstate,rmse,12.929725264295303
36,target_import,flowstate,mape,117.88470458984375
36,target_import,flowstate,smape,52.76567459106445
37,target_export,flowstate,mae,206.9415283203125
37,target_export,flowstate,mse,87769.4296875
37,target_export,flowstate,rmse,296.2590584058148
37,target_export,flowstate,mape,220.46534729003906
37,target_export,flowstate,smape,121.3200912475586
37,target_import,flowstate,mae,55.910491943359375
37,target_import,flowstate,mse,5990.43994140625
37,target_import,flowstate,rmse,77.39793241040907
37,target_import,flowstate,mape,40.50906753540039
37,target_import,flowstate,smape,26.967063903808594
38,target_export,flowstate,mae,41.972564697265625
38,target_export,flowstate,mse,3577.141845703125
38,target_export,flowstate,rmse,59.80921204716816
38,target_export,flowstate,mape,88.9827651977539
38,target_export,flowstate,smape,71.14212036132812
38,target_import,flowstate,mae,8.470711708068848
38,target_import,flowstate,mse,121.44649505615234
38,target_import,flowstate,rmse,11.020276541727632
38,target_import,flowstate,mape,40.84671401977539
38,target_import,flowstate,smape,31.684938430786133
39,target_export,flowstate,mae,174.0156707763672
39,target_export,flowstate,mse,60581.21875
39,target_export,flowstate,rmse,246.13252273927557
39,target_export,flowstate,mape,101.98887634277344
39,target_export,flowstate,smape,87.74777221679688
39,target_import,flowstate,mae,24.11820411682129
39,target_import,flowstate,mse,999.244873046875
39,target_import,flowstate,rmse,31.610834741380604
39,target_import,flowstate,mape,37.31149673461914
39,target_import,flowstate,smape,31.98302459716797
40,target_export,flowstate,mae,18.324172973632812
40,target_export,flowstate,mse,1083.0447998046875
40,target_export,flowstate,rmse,32.909645999382725
40,target_export,flowstate,mape,1137.85546875
40,target_export,flowstate,smape,98.57835388183594
40,target_import,flowstate,mae,47.597476959228516
40,target_import,flowstate,mse,6258.16455078125
40,target_import,flowstate,rmse,79.10856180453068
40,target_import,flowstate,mape,476.2366638183594
40,target_import,flowstate,smape,41.796382904052734
42,target_export,flowstate,mae,163.2355499267578
42,target_export,flowstate,mse,55228.51953125
42,target_export,flowstate,rmse,235.00748824505573
42,target_export,flowstate,mape,51.03791809082031
42,target_export,flowstate,smape,46.301780700683594
42,target_import,flowstate,mae,180.91552734375
42,target_import,flowstate,mse,43215.19140625
42,target_import,flowstate,rmse,207.88263853975397
42,target_import,flowstate,mape,39.324951171875
42,target_import,flowstate,smape,29.585552215576172
43,target_export,flowstate,mae,131.4040985107422
43,target_export,flowstate,mse,40445.85546875
43,target_export,flowstate,rmse,201.11154981440026
43,target_export,flowstate,mape,62.71786117553711
43,target_export,flowstate,smape,83.90054321289062
43,target_import,flowstate,mae,30.487112045288086
43,target_import,flowstate,mse,1412.6685791015625
43,target_import,flowstate,rmse,37.585483622025706
43,target_import,flowstate,mape,50.58293151855469
43,target_import,flowstate,smape,36.72500991821289
45,target_export,flowstate,mae,622.8858032226562
45,target_export,flowstate,mse,854677.25
45,target_export,flowstate,rmse,924.4875607600137
45,target_export,flowstate,mape,55.52471923828125
45,target_export,flowstate,smape,82.29562377929688
45,target_import,flowstate,mae,79.48241424560547
45,target_import,flowstate,mse,10147.7275390625
45,target_import,flowstate,rmse,100.73592973245692
45,target_import,flowstate,mape,32.3028450012207
45,target_import,flowstate,smape,31.03226661682129
46,target_export,flowstate,mae,127.59993743896484
46,target_export,flowstate,mse,40121.94140625
46,target_export,flowstate,rmse,200.30462152993374
46,target_export,flowstate,mape,2944.24755859375
46,target_export,flowstate,smape,109.28488159179688
46,target_import,flowstate,mae,131.69024658203125
46,target_import,flowstate,mse,49050.88671875
46,target_import,flowstate,rmse,221.47434776684636
46,target_import,flowstate,mape,228.0985870361328
46,target_import,flowstate,smape,39.44523239135742
48,target_export,flowstate,mae,510.3733825683594
48,target_export,flowstate,mse,690385.8125
48,target_export,flowstate,rmse,830.894585672575
48,target_export,flowstate,mape,1119.8753662109375
